,Year,STATE_COUNTY,Yes,No,Issue,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME,YEAR_x,UNINSURED_RATE,YEAR_y,SOME_COLLEGE,AFAMERPER,WHITESPER,ASIANPER,HISPANICPER,PERSENIORS,YEAR_x,POVERTY_RATE,YEAR_y,INCINEQUALITY,YEAR_x,UNEMP_RATE,YEAR_y,RURAL_POP,YEAR,CITIZENS
84,2016,AL_CONECUH,3686,797,fund_parks,3413.0,0.5196999999999999,3069.0,0.4673,15605.0,2017.0,0.166,2017.0,0.381,0.465,0.513,0.001,0.012,0.179,2016.0,0.3253842497227064,2017.0,0.6229000884173298,2017.0,0.092,2017.0,0.809,2016.0,0.9957469999999999
85,2016,AL_COOSA,3332,1001,fund_parks,3376.0,0.6437,1780.0,0.3394,18493.0,2017.0,0.155,2017.0,0.425,0.31,0.6629999999999999,0.001,0.02,0.171,2016.0,0.15337715537772698,2017.0,0.4759062776304155,2017.0,0.067,2017.0,1.0,2016.0,0.989323
86,2016,AL_COVINGTON,10085,2416,fund_parks,13222.0,0.8323999999999999,2379.0,0.14980000000000002,20391.0,2017.0,0.154,2017.0,0.522,0.125,0.848,0.004,0.013,0.184,2016.0,0.18994488869677975,2017.0,0.5095048629531388,2017.0,0.071,2017.0,0.6970000000000001,2016.0,0.9966870000000001
87,2016,AL_CRENSHAW,4119,935,fund_parks,4511.0,0.7203,1663.0,0.2655,21343.0,2017.0,0.163,2017.0,0.445,0.234,0.726,0.014,0.015,0.159,2016.0,0.18181818181818185,2017.0,0.6194739168877099,2017.0,0.06,2017.0,1.0,2016.0,0.9848879999999999
88,2016,AL_CULLMAN,24728,7362,fund_parks,32734.0,0.872,3730.0,0.0994,20760.0,2017.0,0.16399999999999998,2017.0,0.546,0.011,0.947,0.004,0.043,0.159,2016.0,0.17120535157127525,2017.0,0.5089522546419099,2017.0,0.053,2017.0,0.732,2016.0,0.981209
89,2016,AL_DALE,11590,3550,fund_parks,13789.0,0.7365999999999999,4408.0,0.2353,22685.0,2017.0,0.138,2017.0,0.612,0.193,0.741,0.011,0.056,0.135,2016.0,0.20474574868633372,2017.0,0.5671971706454465,2017.0,0.064,2017.0,0.509,2016.0,0.988711
90,2016,AL_DALLAS,12274,2177,fund_parks,5784.0,0.308,12826.0,0.6831,17245.0,2017.0,0.14300000000000002,2017.0,0.473,0.6940000000000001,0.29100000000000004,0.003,0.006999999999999999,0.141,2016.0,0.3430003667930065,2017.0,0.7537577365163572,2017.0,0.096,2017.0,0.456,2016.0,0.989934
91,2016,AL_DEKALB,18629,3461,fund_parks,21779.0,0.8288,3682.0,0.1401,18149.0,2017.0,0.209,2017.0,0.41600000000000004,0.015,0.845,0.003,0.136,0.139,2016.0,0.19786614936954414,2017.0,0.5001105216622458,2017.0,0.06,2017.0,0.9009999999999999,2016.0,0.941399
92,2016,AL_ELMORE,24133,8146,fund_parks,27619.0,0.7417,8436.0,0.2265,23856.0,2017.0,0.115,2017.0,0.5329999999999999,0.2,0.762,0.006999999999999999,0.027000000000000003,0.119,2016.0,0.14296964208371069,2017.0,0.4646330680813439,2017.0,0.051,2017.0,0.542,2016.0,0.987203
93,2016,AL_ESCAMBIA,8407,2339,fund_parks,10282.0,0.6722,4698.0,0.3071,16540.0,2017.0,0.17,2017.0,0.396,0.319,0.621,0.002,0.019,0.152,2016.0,0.2520260697081326,2017.0,0.5844385499557914,2017.0,0.07,2017.0,0.635,2016.0,0.9964879999999999
94,2016,AL_ETOWAH,29756,7920,fund_parks,32132.0,0.7329000000000001,10350.0,0.2361,20204.0,2017.0,0.146,2017.0,0.531,0.151,0.8029999999999999,0.006,0.033,0.158,2016.0,0.18376886741498,2017.0,0.5145888594164456,2017.0,0.061,2017.0,0.375,2016.0,0.9812799999999999
95,2016,AL_FAYETTE,4980,1573,fund_parks,6705.0,0.8140000000000001,1358.0,0.1649,18494.0,2017.0,0.146,2017.0,0.505,0.114,0.865,0.002,0.012,0.179,2016.0,0.1730118443316413,2017.0,0.5891909814323608,2017.0,0.07,2017.0,0.802,2016.0,0.9986299999999999
96,2016,AL_FRANKLIN,7213,2082,fund_parks,9466.0,0.7862,2197.0,0.1825,18888.0,2017.0,0.19899999999999998,2017.0,0.40299999999999997,0.039,0.83,0.002,0.149,0.152,2016.0,0.2228527459844186,2017.0,0.4892793987621573,2017.0,0.064,2017.0,0.7040000000000001,2016.0,0.929243
97,2016,AL_GENEVA,6895,2571,fund_parks,9967.0,0.8501000000000001,1522.0,0.1298,20199.0,2017.0,0.172,2017.0,0.47,0.095,0.863,0.003,0.034,0.174,2016.0,0.2276807696678156,2017.0,0.5328249336870026,2017.0,0.059000000000000004,2017.0,0.8959999999999999,2016.0,0.987484
98,2016,AL_GREENE,3183,384,fund_parks,838.0,0.172,4006.0,0.8220999999999999,14930.0,2017.0,0.151,2017.0,0.45399999999999996,0.815,0.174,0.002,0.008,0.161,2016.0,0.3788375908132177,2017.0,0.5341511936339522,2017.0,0.11,2017.0,1.0,2016.0,0.999767
99,2016,AL_HALE,4464,938,fund_parks,3172.0,0.3947,4772.0,0.5938,18812.0,2017.0,0.14,2017.0,0.48,0.59,0.398,0.002,0.009000000000000001,0.15,2016.0,0.25911746927261736,2017.0,0.6254420866489832,2017.0,0.078,2017.0,0.892,2016.0,0.9981530000000001
100,2016,AL_HENRY,4741,1484,fund_parks,5623.0,0.6979000000000001,2286.0,0.2837,21924.0,2017.0,0.151,2017.0,0.5760000000000001,0.28600000000000003,0.6859999999999999,0.003,0.022,0.17600000000000002,2016.0,0.152809785499025,2017.0,0.5943854995579133,2017.0,0.068,2017.0,0.878,2016.0,0.9862110000000001
101,2016,AL_HOUSTON,26821,8578,fund_parks,30567.0,0.7217,10547.0,0.249,23316.0,2017.0,0.135,2017.0,0.5720000000000001,0.258,0.7,0.008,0.029,0.145,2016.0,0.18880676845278616,2017.0,0.5536030061892131,2017.0,0.062,2017.0,0.33799999999999997,2016.0,0.9887670000000001
102,2016,AL_JACKSON,13931,2896,fund_parks,16643.0,0.7948000000000001,3663.0,0.17489999999999994,20486.0,2017.0,0.157,2017.0,0.43799999999999994,0.033,0.908,0.003,0.025,0.165,2016.0,0.18792152643006746,2017.0,0.5207780725022104,2017.0,0.066,2017.0,0.77,2016.0,0.989203
103,2016,AL_JEFFERSON,212054,54661,fund_parks,134398.0,0.4434,156384.0,0.5155,26906.0,2017.0,0.126,2017.0,0.672,0.42,0.53,0.014,0.039,0.131,2016.0,0.18104171480231174,2017.0,0.609526967285588,2017.0,0.057999999999999996,2017.0,0.098,2016.0,0.973772
104,2016,AL_LAMAR,3621,1415,fund_parks,5819.0,0.8359000000000001,1035.0,0.1487,19026.0,2017.0,0.14,2017.0,0.525,0.113,0.867,0.0,0.012,0.188,2016.0,0.2386151415026577,2017.0,0.5129310344827587,2017.0,0.063,2017.0,1.0,2016.0,0.994526
105,2016,AL_LAUDERDALE,28546,4948,fund_parks,27735.0,0.7062,9877.0,0.2515,23510.0,2017.0,0.13699999999999998,2017.0,0.586,0.1,0.8640000000000001,0.006999999999999999,0.022,0.168,2016.0,0.18278072502210432,2017.0,0.5394562334217506,2017.0,0.069,2017.0,0.493,2016.0,0.9886879999999999
106,2016,AL_LAWRENCE,9908,2274,fund_parks,10732.0,0.7295,3611.0,0.2455,20181.0,2017.0,0.161,2017.0,0.506,0.115,0.7759999999999999,0.001,0.017,0.146,2016.0,0.182801547014745,2017.0,0.5348143236074271,2017.0,0.077,2017.0,0.9129999999999999,2016.0,0.9961709999999999
107,2016,AL_LEE,41760,9240,fund_parks,34321.0,0.5856,20987.0,0.35810000000000003,23506.0,2017.0,0.134,2017.0,0.7040000000000001,0.227,0.713,0.026,0.033,0.091,2016.0,0.2301159187421095,2017.0,0.6997126436781611,2017.0,0.051,2017.0,0.27399999999999997,2016.0,0.961909
108,2016,AL_LIMESTONE,27257,7276,fund_parks,28824.0,0.7223999999999999,9340.0,0.2341,25020.0,2017.0,0.14400000000000002,2017.0,0.55,0.126,0.8029999999999999,0.011,0.055,0.123,2016.0,0.14100343043333602,2017.0,0.5551503094606542,2017.0,0.055,2017.0,0.5760000000000001,2016.0,0.9772870000000001
109,2016,AL_LOWNDES,3478,855,fund_parks,1751.0,0.262,4882.0,0.7304999999999999,18368.0,2017.0,0.14400000000000002,2017.0,0.425,0.735,0.253,0.001,0.008,0.146,2016.0,0.2869008974603781,2017.0,0.6466622458001768,2017.0,0.11599999999999999,2017.0,1.0,2016.0,0.998675
110,2016,AL_MACON,6300,1091,fund_parks,1394.0,0.1589,7237.0,0.8249,16826.0,2017.0,0.13,2017.0,0.5579999999999999,0.826,0.155,0.004,0.011,0.141,2016.0,0.2553607358436332,2017.0,0.644893899204244,2017.0,0.081,2017.0,0.555,2016.0,0.9939040000000001
111,2016,AL_MADISON,112186,28439,fund_parks,89199.0,0.5485,62435.0,0.3839,31933.0,2017.0,0.125,2017.0,0.726,0.24,0.682,0.025,0.046,0.122,2016.0,0.13270371325425476,2017.0,0.5590185676392573,2017.0,0.055,2017.0,0.16399999999999998,2016.0,0.9698610000000001
112,2016,AL_MARENGO,6755,1528,fund_parks,5224.0,0.4759000000000001,5607.0,0.5108,22072.0,2017.0,0.133,2017.0,0.496,0.517,0.464,0.003,0.017,0.163,2016.0,0.2777833854850106,2017.0,0.7432581786030061,2017.0,0.077,2017.0,0.693,2016.0,0.992575
113,2016,AL_MARION,7468,2753,fund_parks,11273.0,0.8683,1432.0,0.1103,19576.0,2017.0,0.154,2017.0,0.523,0.038,0.936,0.002,0.021,0.183,2016.0,0.18627848786095896,2017.0,0.5190097259062776,2017.0,0.07,2017.0,0.889,2016.0,0.9957010000000001
114,2016,AL_MARSHALL,26539,4958,fund_parks,29217.0,0.8278,4913.0,0.1392,20382.0,2017.0,0.188,2017.0,0.474,0.016,0.8759999999999999,0.005,0.121,0.149,2016.0,0.20512325830653805,2017.0,0.5330459770114943,2017.0,0.057999999999999996,2017.0,0.5329999999999999,2016.0,0.940159
115,2016,AL_MOBILE,108414,26836,fund_parks,94002.0,0.5562,71001.0,0.4201,22501.0,2017.0,0.149,2017.0,0.594,0.34600000000000003,0.602,0.018000000000000002,0.024,0.129,2016.0,0.1947412217483692,2017.0,0.5772546419098143,2017.0,0.07,2017.0,0.2,2016.0,0.9838040000000001
116,2016,AL_MONROE,6080,1553,fund_parks,5771.0,0.5646,4310.0,0.4216,15749.0,2017.0,0.177,2017.0,0.425,0.417,0.551,0.003,0.01,0.157,2016.0,0.3209649203572415,2017.0,0.8110079575596817,2017.0,0.10099999999999999,2017.0,0.79,2016.0,0.9996809999999999
117,2016,AL_MONTGOMERY,61999,17356,fund_parks,33928.0,0.3551,58669.0,0.614,24975.0,2017.0,0.139,2017.0,0.613,0.547,0.395,0.021,0.036000000000000004,0.12,2016.0,0.21311668753288696,2017.0,0.6052166224580018,2017.0,0.062,2017.0,0.105,2016.0,0.9705530000000001
118,2016,AL_MORGAN,34658,7523,fund_parks,37392.0,0.7403,11216.0,0.2221,23764.0,2017.0,0.161,2017.0,0.5379999999999999,0.119,0.7979999999999999,0.006,0.077,0.141,2016.0,0.16309100498494308,2017.0,0.5152519893899205,2017.0,0.057999999999999996,2017.0,0.386,2016.0,0.9660989999999999
119,2016,AL_PERRY,3154,454,fund_parks,1403.0,0.2661,3823.0,0.725,13716.0,2017.0,0.153,2017.0,0.41200000000000003,0.687,0.303,0.003,0.011,0.16699999999999998,2016.0,0.3979907264296754,2017.0,0.6221264367816092,2017.0,0.1,2017.0,1.0,2016.0,0.998782
120,2016,AL_PICKENS,5545,1354,fund_parks,5454.0,0.5717,3972.0,0.4164,17153.0,2017.0,0.14300000000000002,2017.0,0.47200000000000003,0.416,0.563,0.002,0.016,0.16899999999999998,2016.0,0.23925321619077505,2017.0,0.6665561450044208,2017.0,0.068,2017.0,1.0,2016.0,0.9858299999999999
121,2016,AL_PIKE,8021,2403,fund_parks,7681.0,0.5846,5039.0,0.3835,19715.0,2017.0,0.152,2017.0,0.585,0.366,0.5820000000000001,0.02,0.022,0.128,2016.0,0.25742069185397737,2017.0,0.6798187444739169,2017.0,0.067,2017.0,0.517,2016.0,0.9670340000000001
122,2016,AL_RANDOLPH,5960,1821,fund_parks,7697.0,0.7562000000000001,2290.0,0.225,19830.0,2017.0,0.168,2017.0,0.491,0.201,0.765,0.002,0.028,0.17,2016.0,0.20562270813527092,2017.0,0.5534924845269673,2017.0,0.059000000000000004,2017.0,0.813,2016.0,0.989874
123,2016,AL_RUSSELL,10984,3173,fund_parks,9210.0,0.4784000000000001,9577.0,0.4975,19678.0,2017.0,0.14800000000000002,2017.0,0.633,0.418,0.537,0.004,0.037000000000000005,0.127,2016.0,0.2154190292878323,2017.0,0.5381299734748011,2017.0,0.06,2017.0,0.354,2016.0,0.9858790000000001
125,2016,AL_SHELBY,72953,17077,fund_parks,72846.0,0.7211,22927.0,0.227,33313.0,2017.0,0.106,2017.0,0.74,0.106,0.83,0.019,0.059,0.106,2016.0,0.08493696412107228,2017.0,0.4559018567639258,2017.0,0.042,2017.0,0.22899999999999998,2016.0,0.9638120000000001
126,2016,AL_SUMTER,1999,969,fund_parks,1581.0,0.2469,4739.0,0.74,14156.0,2017.0,0.16699999999999998,2017.0,0.51,0.75,0.242,0.002,0.006,0.15,2016.0,0.3672062830581824,2017.0,0.6444518125552609,2017.0,0.08,2017.0,1.0,2016.0,0.981031
127,2016,AL_TALLADEGA,21781,6366,fund_parks,20596.0,0.6172,12108.0,0.3628,19410.0,2017.0,0.135,2017.0,0.47100000000000003,0.317,0.653,0.004,0.02,0.141,2016.0,0.2079414838035528,2017.0,0.5667550839964633,2017.0,0.066,2017.0,0.5579999999999999,2016.0,0.9887729999999999
128,2016,AL_TALLAPOOSA,13850,2751,fund_parks,13546.0,0.6978,5495.0,0.2831,21434.0,2017.0,0.14300000000000002,2017.0,0.47200000000000003,0.266,0.6990000000000001,0.005,0.025,0.173,2016.0,0.2336024967799465,2017.0,0.5568081343943413,2017.0,0.061,2017.0,0.742,2016.0,0.9947020000000001
129,2016,AL_TUSCALOOSA,56053,14130,fund_parks,47701.0,0.5771000000000001,31746.0,0.3841,22637.0,2017.0,0.122,2017.0,0.625,0.29600000000000004,0.6629999999999999,0.012,0.031,0.108,2016.0,0.1795929850886242,2017.0,0.5753757736516357,2017.0,0.055,2017.0,0.255,2016.0,0.975685
130,2016,AL_WALKER,19041,5989,fund_parks,24208.0,0.8233,4486.0,0.1526,20698.0,2017.0,0.152,2017.0,0.526,0.059,0.912,0.003,0.02,0.163,2016.0,0.21930991799473928,2017.0,0.5373563218390804,2017.0,0.07200000000000001,2017.0,0.741,2016.0,0.988093
131,2016,AL_WASHINGTON,5457,1315,fund_parks,6031.0,0.7084,2366.0,0.2779,20395.0,2017.0,0.151,2017.0,0.42100000000000004,0.249,0.655,0.001,0.009000000000000001,0.147,2016.0,0.21608100777529987,2017.0,0.5312776304155615,2017.0,0.08900000000000001,2017.0,1.0,2016.0,0.994441
132,2016,AL_WILCOX,3696,429,fund_parks,1737.0,0.2844,4329.0,0.7087,13379.0,2017.0,0.163,2017.0,0.359,0.725,0.268,0.0,0.006,0.15,2016.0,0.34892119640707475,2017.0,0.7179487179487181,2017.0,0.147,2017.0,1.0,2016.0,1.0
133,2016,AL_WINSTON,6007,2114,fund_parks,9225.0,0.895,871.0,0.08449999999999999,18995.0,2017.0,0.163,2017.0,0.534,0.005,0.956,0.002,0.026,0.177,2016.0,0.2056595744680851,2017.0,0.51657824933687,2017.0,0.076,2017.0,0.8490000000000001,2016.0,0.9915459999999999
134,2016,AL_AUTAUGA,10666,8134,increase_local_lawmaking_abilities,18110.0,0.7282,5908.0,0.2375,24571.0,2017.0,0.11,2017.0,0.597,0.177,0.785,0.009000000000000001,0.024,0.12,2016.0,0.12266017070222353,2017.0,0.476790450928382,2017.0,0.052000000000000005,2017.0,0.42,2016.0,0.990245
135,2016,AL_BALDWIN,47444,26018,increase_local_lawmaking_abilities,72780.0,0.7658,18409.0,0.1937,26766.0,2017.0,0.161,2017.0,0.629,0.094,0.857,0.006999999999999999,0.044,0.168,2016.0,0.1299379576891782,2017.0,0.5001105216622458,2017.0,0.055,2017.0,0.423,2016.0,0.9806879999999999
136,2016,AL_BARBOUR,3593,3309,increase_local_lawmaking_abilities,5431.0,0.5211,4848.0,0.4651,16829.0,2017.0,0.153,2017.0,0.39299999999999996,0.469,0.48,0.004,0.051,0.142,2016.0,0.26373672856478153,2017.0,0.6148320070733864,2017.0,0.08900000000000001,2017.0,0.6779999999999999,2016.0,0.9801610000000001
137,2016,AL_BIBB,3373,3108,increase_local_lawmaking_abilities,6733.0,0.7639,1874.0,0.2126,17427.0,2017.0,0.136,2017.0,0.502,0.22,0.758,0.001,0.018000000000000002,0.127,2016.0,0.16453914478474008,2017.0,0.4722590627763042,2017.0,0.066,2017.0,0.684,2016.0,0.989943
138,2016,AL_BLOUNT,10755,7981,increase_local_lawmaking_abilities,22808.0,0.8934000000000001,2150.0,0.0842,20730.0,2017.0,0.165,2017.0,0.512,0.013,0.926,0.002,0.081,0.147,2016.0,0.1653444018284033,2017.0,0.4461759504862953,2017.0,0.054000000000000006,2017.0,0.9,2016.0,0.9691879999999999
139,2016,AL_BULLOCK,1168,1573,increase_local_lawmaking_abilities,1139.0,0.2419,3530.0,0.7495999999999999,18628.0,2017.0,0.17300000000000001,2017.0,0.336,0.7020000000000001,0.23,0.002,0.071,0.135,2016.0,0.2686625960212724,2017.0,0.6678824049513705,2017.0,0.078,2017.0,0.514,2016.0,0.992134
140,2016,AL_BUTLER,2956,3074,increase_local_lawmaking_abilities,4891.0,0.5614,3716.0,0.4265,17403.0,2017.0,0.14400000000000002,2017.0,0.433,0.434,0.544,0.008,0.009000000000000001,0.16699999999999998,2016.0,0.2565950843469991,2017.0,0.5382404951370469,2017.0,0.075,2017.0,0.7120000000000001,2016.0,0.9940829999999999
141,2016,AL_CALHOUN,22335,12301,increase_local_lawmaking_abilities,32803.0,0.6869,13197.0,0.2764,20828.0,2017.0,0.142,2017.0,0.54,0.206,0.7490000000000001,0.006999999999999999,0.033,0.14300000000000002,2016.0,0.19642381755257787,2017.0,0.5392351900972591,2017.0,0.07,2017.0,0.337,2016.0,0.984821
142,2016,AL_CHAMBERS,4454,5525,increase_local_lawmaking_abilities,7803.0,0.5638000000000001,5763.0,0.4164,19291.0,2017.0,0.149,2017.0,0.45,0.387,0.588,0.005,0.016,0.16699999999999998,2016.0,0.20311613885323698,2017.0,0.5268567639257294,2017.0,0.06,2017.0,0.491,2016.0,0.9916219999999999
143,2016,AL_CHEROKEE,4892,2649,increase_local_lawmaking_abilities,8937.0,0.8341,1545.0,0.1442,22030.0,2017.0,0.146,2017.0,0.526,0.046,0.927,0.002,0.012,0.179,2016.0,0.16446102493618692,2017.0,0.5341511936339522,2017.0,0.054000000000000006,2017.0,0.857,2016.0,0.9975290000000001
144,2016,AL_CHILTON,7521,5397,increase_local_lawmaking_abilities,15068.0,0.8210999999999999,2909.0,0.1585,20701.0,2017.0,0.177,2017.0,0.402,0.097,0.841,0.003,0.078,0.136,2016.0,0.20274358559848504,2017.0,0.491710875331565,2017.0,0.057,2017.0,0.867,2016.0,0.953169
145,2016,AL_CHOCTAW,2110,1838,increase_local_lawmaking_abilities,4102.0,0.5629,3109.0,0.4267,20323.0,2017.0,0.14300000000000002,2017.0,0.49700000000000005,0.434,0.5579999999999999,0.001,0.005,0.182,2016.0,0.20953326713008935,2017.0,0.7189434129089302,2017.0,0.091,2017.0,1.0,2016.0,0.999172
146,2016,AL_CLARKE,3960,4624,increase_local_lawmaking_abilities,7109.0,0.5484,5712.0,0.4407,18979.0,2017.0,0.151,2017.0,0.41100000000000003,0.439,0.545,0.003,0.01,0.162,2016.0,0.24635962041884815,2017.0,0.8937886825817859,2017.0,0.11800000000000001,2017.0,0.76,2016.0,0.998591
147,2016,AL_CLAY,2494,1904,increase_local_lawmaking_abilities,5230.0,0.7918000000000001,1234.0,0.1868,18694.0,2017.0,0.17800000000000002,2017.0,0.419,0.14800000000000002,0.8170000000000001,0.002,0.029,0.17600000000000002,2016.0,0.16748054326262782,2017.0,0.4941423519009726,2017.0,0.062,2017.0,1.0,2016.0,0.98398
148,2016,AL_CLEBURNE,2260,1717,increase_local_lawmaking_abilities,5738.0,0.8737999999999999,684.0,0.1042,19108.0,2017.0,0.14300000000000002,2017.0,0.48,0.033,0.94,0.002,0.021,0.158,2016.0,0.1961836208067364,2017.0,0.5238726790450928,2017.0,0.06,2017.0,1.0,2016.0,0.986859
149,2016,AL_COFFEE,8993,5539,increase_local_lawmaking_abilities,15825.0,0.7651,4194.0,0.2028,23380.0,2017.0,0.15,2017.0,0.608,0.16699999999999998,0.747,0.013,0.064,0.14400000000000002,2016.0,0.16354591582927072,2017.0,0.5604553492484526,2017.0,0.059000000000000004,2017.0,0.47200000000000003,2016.0,0.9815459999999999
150,2016,AL_COLBERT,10290,6524,increase_local_lawmaking_abilities,16718.0,0.6724,7296.0,0.2934,21572.0,2017.0,0.13,2017.0,0.5660000000000001,0.161,0.805,0.004,0.02,0.174,2016.0,0.1652754590984975,2017.0,0.5281830238726789,2017.0,0.079,2017.0,0.439,2016.0,0.9922209999999999
151,2016,AL_CONECUH,1821,2046,increase_local_lawmaking_abilities,3413.0,0.5196999999999999,3069.0,0.4673,15605.0,2017.0,0.166,2017.0,0.381,0.465,0.513,0.001,0.012,0.179,2016.0,0.3253842497227064,2017.0,0.6229000884173298,2017.0,0.092,2017.0,0.809,2016.0,0.9957469999999999
152,2016,AL_COOSA,1996,1684,increase_local_lawmaking_abilities,3376.0,0.6437,1780.0,0.3394,18493.0,2017.0,0.155,2017.0,0.425,0.31,0.6629999999999999,0.001,0.02,0.171,2016.0,0.15337715537772698,2017.0,0.4759062776304155,2017.0,0.067,2017.0,1.0,2016.0,0.989323
153,2016,AL_COVINGTON,6064,3922,increase_local_lawmaking_abilities,13222.0,0.8323999999999999,2379.0,0.14980000000000002,20391.0,2017.0,0.154,2017.0,0.522,0.125,0.848,0.004,0.013,0.184,2016.0,0.18994488869677975,2017.0,0.5095048629531388,2017.0,0.071,2017.0,0.6970000000000001,2016.0,0.9966870000000001
154,2016,AL_CRENSHAW,2116,2235,increase_local_lawmaking_abilities,4511.0,0.7203,1663.0,0.2655,21343.0,2017.0,0.163,2017.0,0.445,0.234,0.726,0.014,0.015,0.159,2016.0,0.18181818181818185,2017.0,0.6194739168877099,2017.0,0.06,2017.0,1.0,2016.0,0.9848879999999999
155,2016,AL_CULLMAN,16298,11183,increase_local_lawmaking_abilities,32734.0,0.872,3730.0,0.0994,20760.0,2017.0,0.16399999999999998,2017.0,0.546,0.011,0.947,0.004,0.043,0.159,2016.0,0.17120535157127525,2017.0,0.5089522546419099,2017.0,0.053,2017.0,0.732,2016.0,0.981209
156,2016,AL_DALE,8106,5207,increase_local_lawmaking_abilities,13789.0,0.7365999999999999,4408.0,0.2353,22685.0,2017.0,0.138,2017.0,0.612,0.193,0.741,0.011,0.056,0.135,2016.0,0.20474574868633372,2017.0,0.5671971706454465,2017.0,0.064,2017.0,0.509,2016.0,0.988711
157,2016,AL_DALLAS,8090,4474,increase_local_lawmaking_abilities,5784.0,0.308,12826.0,0.6831,17245.0,2017.0,0.14300000000000002,2017.0,0.473,0.6940000000000001,0.29100000000000004,0.003,0.006999999999999999,0.141,2016.0,0.3430003667930065,2017.0,0.7537577365163572,2017.0,0.096,2017.0,0.456,2016.0,0.989934
158,2016,AL_DEKALB,11294,5895,increase_local_lawmaking_abilities,21779.0,0.8288,3682.0,0.1401,18149.0,2017.0,0.209,2017.0,0.41600000000000004,0.015,0.845,0.003,0.136,0.139,2016.0,0.19786614936954414,2017.0,0.5001105216622458,2017.0,0.06,2017.0,0.9009999999999999,2016.0,0.941399
159,2016,AL_ELMORE,13947,13757,increase_local_lawmaking_abilities,27619.0,0.7417,8436.0,0.2265,23856.0,2017.0,0.115,2017.0,0.5329999999999999,0.2,0.762,0.006999999999999999,0.027000000000000003,0.119,2016.0,0.14296964208371069,2017.0,0.4646330680813439,2017.0,0.051,2017.0,0.542,2016.0,0.987203
160,2016,AL_ESCAMBIA,5698,3616,increase_local_lawmaking_abilities,10282.0,0.6722,4698.0,0.3071,16540.0,2017.0,0.17,2017.0,0.396,0.319,0.621,0.002,0.019,0.152,2016.0,0.2520260697081326,2017.0,0.5844385499557914,2017.0,0.07,2017.0,0.635,2016.0,0.9964879999999999
161,2016,AL_ETOWAH,20612,11395,increase_local_lawmaking_abilities,32132.0,0.7329000000000001,10350.0,0.2361,20204.0,2017.0,0.146,2017.0,0.531,0.151,0.8029999999999999,0.006,0.033,0.158,2016.0,0.18376886741498,2017.0,0.5145888594164456,2017.0,0.061,2017.0,0.375,2016.0,0.9812799999999999
162,2016,AL_FAYETTE,3262,2412,increase_local_lawmaking_abilities,6705.0,0.8140000000000001,1358.0,0.1649,18494.0,2017.0,0.146,2017.0,0.505,0.114,0.865,0.002,0.012,0.179,2016.0,0.1730118443316413,2017.0,0.5891909814323608,2017.0,0.07,2017.0,0.802,2016.0,0.9986299999999999
163,2016,AL_FRANKLIN,5088,2861,increase_local_lawmaking_abilities,9466.0,0.7862,2197.0,0.1825,18888.0,2017.0,0.19899999999999998,2017.0,0.40299999999999997,0.039,0.83,0.002,0.149,0.152,2016.0,0.2228527459844186,2017.0,0.4892793987621573,2017.0,0.064,2017.0,0.7040000000000001,2016.0,0.929243
164,2016,AL_GENEVA,4937,3311,increase_local_lawmaking_abilities,9967.0,0.8501000000000001,1522.0,0.1298,20199.0,2017.0,0.172,2017.0,0.47,0.095,0.863,0.003,0.034,0.174,2016.0,0.2276807696678156,2017.0,0.5328249336870026,2017.0,0.059000000000000004,2017.0,0.8959999999999999,2016.0,0.987484
165,2016,AL_GREENE,2620,583,increase_local_lawmaking_abilities,838.0,0.172,4006.0,0.8220999999999999,14930.0,2017.0,0.151,2017.0,0.45399999999999996,0.815,0.174,0.002,0.008,0.161,2016.0,0.3788375908132177,2017.0,0.5341511936339522,2017.0,0.11,2017.0,1.0,2016.0,0.999767
